gender;length;age;worker;partTimeWorker;averageSpeed;speed;position;height;width;mass
1;0.23;20;True;True;True;0;;1.74;0.47;61.3
1;0.22;20;True;False;True;0;;1.71;0.46;68.01
1;0.23;21;True;False;True;0;;1.74;0.47;62.39
1;0.22;58;True;False;True;0;;1.69;0.46;64.6
1;0.22;24;True;False;True;0;;1.71;0.46;73.15
1;0.22;31;True;False;True;0;;1.7;0.46;65.38
1;0.23;52;True;True;True;0;;1.74;0.47;68.05
1;0.22;46;True;False;True;0;;1.73;0.47;73.5
1;0.22;44;True;False;True;0;;1.72;0.46;67.99
1;0.22;23;True;False;True;0;;1.72;0.46;65.39
1;0.23;51;False;False;True;0;;1.74;0.47;62.55
0;0.23;64;True;False;True;0;;1.74;0.47;82.18
0;0.22;26;True;False;True;0;;1.73;0.47;83.72
1;0.22;26;True;False;True;0;;1.7;0.46;69.81
1;0.22;50;True;False;True;0;;1.71;0.46;74.93
0;0.22;50;True;False;True;0;;1.68;0.45;82.01
0;0.22;52;True;True;True;0;;1.71;0.46;92.33
1;0.23;58;True;False;True;0;;1.74;0.47;76.37
1;0.22;27;True;False;True;0;;1.72;0.46;72.5
1;0.22;50;True;False;True;0;;1.72;0.46;67.44
0;0.22;27;True;False;True;0;;1.7;0.46;85.35
0;0.23;61;True;True;True;0;;1.75;0.47;88
1;0.23;55;True;False;True;0;;1.75;0.47;67.62
1;0.22;37;True;False;True;0;;1.69;0.46;57.78
1;0.22;59;True;False;True;0;;1.71;0.46;67.66
0;0.22;35;True;False;True;0;;1.7;0.46;83.04
0;0.22;62;True;False;True;0;;1.73;0.47;86.42
1;0.22;36;False;False;True;0;;1.73;0.47;71
1;0.22;33;True;True;True;0;;1.72;0.46;59.23
0;0.22;21;True;False;True;0;;1.7;0.46;93.96
0;0.22;39;True;True;True;0;;1.71;0.46;78.57
1;0.22;34;True;True;True;0;;1.73;0.47;69.93
0;0.22;54;True;False;True;0;;1.72;0.46;82.57
1;0.22;22;True;False;True;0;;1.72;0.46;63.97
0;0.23;24;True;True;True;0;;1.74;0.47;80.27
0;0.22;19;True;False;True;0;;1.69;0.46;84.95
1;0.22;25;True;False;True;0;;1.72;0.46;63.47
1;0.22;34;False;False;True;0;;1.7;0.46;65.76
1;0.23;52;True;True;True;0;;1.74;0.47;67.73
0;0.22;64;True;True;True;0;;1.73;0.47;81.03
0;0.22;19;True;False;True;0;;1.71;0.46;81.64
1;0.22;56;True;False;True;0;;1.73;0.47;76.55
0;0.22;28;True;True;True;0;;1.71;0.46;88.31
0;0.22;31;True;False;True;0;;1.72;0.46;88.49
0;0.22;26;True;False;True;0;;1.7;0.46;83.05
1;0.23;55;True;False;True;0;;1.74;0.47;62.08
1;0.22;27;True;False;True;0;;1.69;0.46;65.48
1;0.22;33;True;False;True;0;;1.72;0.46;69.5
1;0.22;29;True;False;True;0;;1.73;0.47;72.91
0;0.23;60;True;False;True;0;;1.74;0.47;76.96
0;0.22;47;True;True;True;0;;1.72;0.46;88.59
0;0.22;41;True;False;True;0;;1.72;0.46;80.5
0;0.22;35;True;False;True;0;;1.71;0.46;93.1
0;0.23;20;True;False;True;0;;1.74;0.47;75.11
1;0.23;46;True;True;True;0;;1.77;0.48;73.37
0;0.23;32;True;True;True;0;;1.74;0.47;84.19
1;0.22;51;True;False;True;0;;1.72;0.46;69.36
1;0.22;59;True;True;True;0;;1.72;0.46;55.39
1;0.22;37;True;True;True;0;;1.7;0.46;74.47
1;0.23;30;True;False;True;0;;1.74;0.47;78.64
0;0.22;35;True;True;True;0;;1.69;0.46;87.35
0;0.22;37;False;False;True;0;;1.72;0.46;81.9
0;0.22;59;True;False;True;0;;1.72;0.46;81.88
1;0.22;27;True;False;True;0;;1.72;0.46;67.31
0;0.22;30;True;False;True;0;;1.71;0.46;74.08
1;0.22;29;True;False;True;0;;1.73;0.47;68.43
1;0.23;37;True;False;True;0;;1.74;0.47;63.08
1;0.22;49;True;False;True;0;;1.72;0.46;61.84
1;0.22;45;True;False;True;0;;1.71;0.46;60.26
1;0.22;54;True;True;True;0;;1.73;0.47;61.73
0;0.22;40;True;False;True;0;;1.72;0.46;85.9
0;0.22;43;False;False;True;0;;1.71;0.46;81.33
0;0.23;53;True;False;True;0;;1.74;0.47;79.21
1;0.22;58;True;False;True;0;;1.72;0.46;65.65
0;0.22;61;True;True;True;0;;1.72;0.46;84.68
0;0.22;23;False;False;True;0;;1.69;0.46;80.6
1;0.22;56;True;True;True;0;;1.73;0.47;68.6
0;0.23;54;True;True;True;0;;1.76;0.48;86.2
1;0.22;24;True;False;True;0;;1.72;0.46;63.97
1;0.22;28;True;False;True;0;;1.73;0.47;65.74
1;0.23;20;True;False;True;0;;1.74;0.47;68.63
0;0.22;51;True;False;True;0;;1.72;0.46;88.85
0;0.22;18;True;False;True;0;;1.7;0.46;84.67
1;0.22;24;True;False;True;0;;1.71;0.46;77.36
1;0.22;26;True;False;True;0;;1.71;0.46;72.78
0;0.22;63;True;True;True;0;;1.71;0.46;80.98
1;0.23;64;True;False;True;0;;1.75;0.47;67.82
0;0.22;18;True;True;True;0;;1.73;0.47;83.18
0;0.23;29;True;False;True;0;;1.75;0.47;94.27
0;0.23;54;True;True;True;0;;1.75;0.47;82.45
1;0.22;21;True;False;True;0;;1.72;0.46;60.61
1;0.22;39;True;False;True;0;;1.71;0.46;69.13
0;0.22;63;True;False;True;0;;1.73;0.47;82.91
1;0.22;38;True;False;True;0;;1.72;0.46;68.35
1;0.22;41;True;True;True;0;;1.7;0.46;71.23
1;0.22;19;True;True;True;0;;1.69;0.46;72.19
1;0.22;24;True;True;True;0;;1.73;0.47;61.73
0;0.22;36;True;True;True;0;;1.71;0.46;89.75
0;0.23;36;True;False;True;0;;1.74;0.47;80.91
0;0.22;30;True;False;True;0;;1.72;0.46;84.43
0;0.22;49;True;False;True;0;;1.72;0.46;77.15
1;0.22;26;True;True;True;0;;1.72;0.46;68.28
1;0.22;25;True;False;True;0;;1.71;0.46;59.53
0;0.22;25;True;False;True;0;;1.71;0.46;79.43
1;0.22;30;True;False;True;0;;1.72;0.46;70.73
0;0.23;61;True;False;True;0;;1.74;0.47;82.1
0;0.22;62;True;False;True;0;;1.72;0.46;85.92
0;0.22;53;True;False;True;0;;1.72;0.46;89.46
0;0.22;59;True;True;True;0;;1.71;0.46;96.78
1;0.22;44;True;False;True;0;;1.68;0.45;63.51
1;0.23;38;True;False;True;0;;1.74;0.47;71.57
0;0.22;25;True;False;True;0;;1.71;0.46;83.35
0;0.22;38;True;True;True;0;;1.73;0.47;86.99
1;0.22;52;True;False;True;0;;1.71;0.46;67.13
1;0.22;20;True;False;True;0;;1.7;0.46;70.97
0;0.22;30;False;False;True;0;;1.71;0.46;80.81
1;0.22;47;True;True;True;0;;1.73;0.47;71.8
0;0.23;52;True;False;True;0;;1.74;0.47;86.65
0;0.22;32;True;False;True;0;;1.69;0.46;85.02
1;0.22;19;True;True;True;0;;1.7;0.46;70.13
0;0.22;60;True;True;True;0;;1.7;0.46;79.64
0;0.22;56;True;False;True;0;;1.68;0.45;72.9
0;0.22;35;True;False;True;0;;1.73;0.47;91.15
1;0.22;24;True;False;True;0;;1.71;0.46;61.74
1;0.22;36;True;False;True;0;;1.73;0.47;72.12
0;0.22;58;False;False;True;0;;1.72;0.46;87.7
1;0.22;56;True;False;True;0;;1.7;0.46;73.09
0;0.22;32;True;True;True;0;;1.73;0.47;83.64
1;0.22;41;False;False;True;0;;1.73;0.47;67.36
0;0.22;59;True;False;True;0;;1.69;0.46;77.86
1;0.23;37;True;False;True;0;;1.74;0.47;75.31
1;0.23;29;True;False;True;0;;1.75;0.47;75.39
1;0.22;40;True;False;True;0;;1.7;0.46;72.01
0;0.22;28;True;False;True;0;;1.72;0.46;82.61
0;0.22;50;True;True;True;0;;1.72;0.46;91.68
1;0.22;46;True;False;True;0;;1.73;0.47;68.65
0;0.22;54;True;False;True;0;;1.71;0.46;78.5
0;0.22;39;True;False;True;0;;1.73;0.47;92.88
1;0.22;25;True;True;True;0;;1.72;0.46;60.46
1;0.22;46;True;True;True;0;;1.71;0.46;66.33
1;0.23;43;True;True;True;0;;1.74;0.47;73.77
1;0.22;50;False;False;True;0;;1.73;0.47;66.83
0;0.22;35;True;False;True;0;;1.71;0.46;81.89
1;0.22;39;True;False;True;0;;1.71;0.46;62.64
0;0.22;62;True;False;True;0;;1.73;0.47;74.89
0;0.22;50;True;False;True;0;;1.73;0.47;88.27
1;0.22;24;True;True;True;0;;1.71;0.46;71.97
1;0.22;19;True;False;True;0;;1.73;0.47;59.47
1;0.22;56;True;False;True;0;;1.69;0.46;56.72
1;0.22;44;True;True;True;0;;1.7;0.46;68.9
1;0.22;24;True;True;True;0;;1.71;0.46;66.62
1;0.23;21;True;False;True;0;;1.74;0.47;70.11
1;0.22;38;True;False;True;0;;1.7;0.46;72.47
1;0.23;53;False;False;True;0;;1.75;0.47;63.39
1;0.23;26;True;True;True;0;;1.74;0.47;65.76
1;0.22;50;True;False;True;0;;1.72;0.46;75.52
1;0.22;57;True;False;True;0;;1.7;0.46;68.96
1;0.22;64;True;True;True;0;;1.73;0.47;67.37
0;0.22;55;False;False;True;0;;1.7;0.46;83.18
1;0.22;22;True;False;True;0;;1.73;0.47;68.36
1;0.22;28;True;False;True;0;;1.72;0.46;72.13
0;0.22;61;True;False;True;0;;1.73;0.47;86.14
1;0.22;26;True;False;True;0;;1.72;0.46;69.96
0;0.22;25;True;False;True;0;;1.72;0.46;80.23
0;0.23;38;True;True;True;0;;1.74;0.47;80.57
1;0.22;58;True;False;True;0;;1.69;0.46;76.71
0;0.23;23;True;True;True;0;;1.74;0.47;81.07
1;0.22;41;True;False;True;0;;1.71;0.46;64
1;0.22;33;True;True;True;0;;1.73;0.47;62.15
0;0.22;51;True;True;True;0;;1.71;0.46;87.43
1;0.22;29;True;False;True;0;;1.72;0.46;72.38
0;0.22;50;True;True;True;0;;1.71;0.46;82.22
1;0.22;18;True;True;True;0;;1.72;0.46;57.45
1;0.23;18;True;False;True;0;;1.75;0.47;64.27
0;0.22;38;True;True;True;0;;1.71;0.46;81.99
1;0.23;22;True;False;True;0;;1.74;0.47;63.99
0;0.22;43;True;False;True;0;;1.72;0.46;77.03
1;0.22;62;True;True;True;0;;1.71;0.46;67.39
0;0.23;26;True;False;True;0;;1.75;0.47;81.8
0;0.22;19;True;True;True;0;;1.68;0.45;84.16
0;0.22;57;True;False;True;0;;1.7;0.46;86.6
0;0.23;30;True;True;True;0;;1.74;0.47;77.72
0;0.22;53;True;True;True;0;;1.72;0.46;80.99
0;0.22;44;True;True;True;0;;1.72;0.46;81
1;0.22;49;True;True;True;0;;1.73;0.47;71.75
0;0.23;43;True;False;True;0;;1.74;0.47;78.14
0;0.22;38;True;False;True;0;;1.73;0.47;84.95
1;0.23;62;True;False;True;0;;1.75;0.47;67.79
1;0.22;55;True;False;True;0;;1.71;0.46;62.21
0;0.23;42;True;False;True;0;;1.74;0.47;90.65
1;0.23;22;False;False;True;0;;1.75;0.47;76.74
0;0.22;55;False;False;True;0;;1.7;0.46;83.67
0;0.22;40;True;False;True;0;;1.72;0.46;80.08
0;0.22;64;True;False;True;0;;1.7;0.46;80.92
0;0.23;24;True;False;True;0;;1.74;0.47;78.83
1;0.22;52;True;False;True;0;;1.72;0.46;71.15
0;0.22;34;True;False;True;0;;1.72;0.46;82.28
1;0.22;27;True;False;True;0;;1.7;0.46;67
1;0.22;39;True;False;True;0;;1.72;0.46;60.71
1;0.23;33;True;False;True;0;;1.74;0.47;62.98
1;0.22;64;True;False;True;0;;1.71;0.46;79.77
1;0.22;64;True;True;True;0;;1.71;0.46;68.38
0;0.22;35;True;True;True;0;;1.72;0.46;83.5
0;0.22;28;True;True;True;0;;1.72;0.46;86.4
1;0.22;32;True;False;True;0;;1.72;0.46;67.55
0;0.22;63;True;False;True;0;;1.7;0.46;76.35
1;0.23;30;True;True;True;0;;1.74;0.47;75.22
0;0.22;63;True;True;True;0;;1.71;0.46;84.19
1;0.22;46;True;False;True;0;;1.73;0.47;62.06
0;0.22;57;True;True;True;0;;1.73;0.47;83.77
1;0.22;49;True;True;True;0;;1.7;0.46;65.75
1;0.23;27;True;True;True;0;;1.74;0.47;73.8
1;0.22;19;True;False;True;0;;1.7;0.46;80.88
0;0.23;23;True;True;True;0;;1.74;0.47;83.37
1;0.22;30;True;False;True;0;;1.71;0.46;63.54
1;0.23;38;True;True;True;0;;1.74;0.47;75.74
0;0.22;48;True;False;True;0;;1.72;0.46;83.5
0;0.22;63;True;False;True;0;;1.68;0.45;84.51
0;0.23;54;True;True;True;0;;1.74;0.47;87.11
0;0.22;64;True;False;True;0;;1.71;0.46;80.12
1;0.23;64;True;False;True;0;;1.74;0.47;62.84
1;0.22;49;True;False;True;0;;1.7;0.46;67.96
0;0.22;55;True;False;True;0;;1.72;0.46;87.07
0;0.22;27;True;False;True;0;;1.73;0.47;83.14
1;0.22;27;True;False;True;0;;1.71;0.46;69.14
1;0.22;29;True;False;True;0;;1.73;0.47;72.63
1;0.22;19;True;False;True;0;;1.72;0.46;72.26
1;0.23;46;True;False;True;0;;1.74;0.47;68.86
1;0.22;28;False;False;True;0;;1.71;0.46;65.84
0;0.22;62;False;False;True;0;;1.7;0.46;86.35
0;0.22;34;True;False;True;0;;1.73;0.47;90.36
0;0.23;22;True;True;True;0;;1.74;0.47;91.32
1;0.22;35;True;False;True;0;;1.73;0.47;63.92
0;0.22;47;True;False;True;0;;1.72;0.46;82.19
1;0.22;18;True;True;True;0;;1.72;0.46;77.63
0;0.22;20;True;False;True;0;;1.72;0.46;77.82
1;0.22;63;True;False;True;0;;1.72;0.46;63
1;0.22;42;True;False;True;0;;1.72;0.46;61.53
1;0.22;57;True;False;True;0;;1.7;0.46;53.3
1;0.22;30;True;False;True;0;;1.72;0.46;64.39
1;0.22;29;True;True;True;0;;1.73;0.47;69.11
1;0.22;40;True;False;True;0;;1.72;0.46;73.5
0;0.22;63;True;False;True;0;;1.7;0.46;85.43
0;0.22;64;True;False;True;0;;1.71;0.46;85.93
0;0.22;50;False;False;True;0;;1.71;0.46;81.18
0;0.22;35;True;False;True;0;;1.72;0.46;88.27
1;0.22;30;True;False;True;0;;1.73;0.47;67.96
0;0.23;26;True;True;True;0;;1.75;0.47;87.56
1;0.22;45;True;False;True;0;;1.73;0.47;67.91
1;0.22;25;True;False;True;0;;1.72;0.46;72.39
1;0.22;38;True;False;True;0;;1.71;0.46;68.38
1;0.23;28;True;False;True;0;;1.74;0.47;67.14
0;0.22;23;True;True;True;0;;1.72;0.46;81.61
1;0.22;34;True;False;True;0;;1.73;0.47;56.64
0;0.22;63;True;False;True;0;;1.71;0.46;82.08
0;0.22;28;True;False;True;0;;1.72;0.46;79.63
0;0.22;55;True;True;True;0;;1.73;0.47;87.59
0;0.22;59;True;False;True;0;;1.69;0.46;87.3
1;0.22;38;True;True;True;0;;1.71;0.46;57.65
0;0.22;50;True;False;True;0;;1.72;0.46;84.51
0;0.22;20;True;True;True;0;;1.73;0.47;83.94
0;0.22;38;True;False;True;0;;1.71;0.46;81.88
1;0.22;32;True;False;True;0;;1.69;0.46;68.07
0;0.22;64;True;True;True;0;;1.72;0.46;84.01
1;0.22;60;True;False;True;0;;1.72;0.46;64.82
1;0.23;31;True;True;True;0;;1.74;0.47;71.4
1;0.22;50;True;False;True;0;;1.72;0.46;68.96
0;0.22;50;True;False;True;0;;1.73;0.47;82.32
1;0.22;59;True;False;True;0;;1.73;0.47;72.39
1;0.22;60;False;False;True;0;;1.73;0.47;75.24
0;0.23;37;True;True;True;0;;1.75;0.47;82.79
1;0.22;55;True;False;True;0;;1.71;0.46;83.3
0;0.22;50;True;False;True;0;;1.72;0.46;77.96
1;0.22;25;True;False;True;0;;1.73;0.47;68.88
0;0.22;44;True;False;True;0;;1.71;0.46;72.79
0;0.22;47;True;False;True;0;;1.7;0.46;84.71
1;0.22;34;True;True;True;0;;1.72;0.46;65.77
1;0.22;34;True;True;True;0;;1.73;0.47;64.08
0;0.22;36;True;False;True;0;;1.72;0.46;89.95
0;0.23;48;True;False;True;0;;1.75;0.47;83.36
1;0.22;33;True;False;True;0;;1.73;0.47;69.67
0;0.22;49;True;False;True;0;;1.7;0.46;83.96
1;0.22;19;True;False;True;0;;1.72;0.46;72.16
0;0.22;48;True;True;True;0;;1.73;0.47;80.65
0;0.22;36;True;False;True;0;;1.72;0.46;86.62
1;0.22;39;True;True;True;0;;1.73;0.47;63.9
0;0.22;28;True;False;True;0;;1.73;0.47;85.56
0;0.22;47;True;False;True;0;;1.69;0.46;83.15
1;0.22;43;True;False;True;0;;1.71;0.46;66.01
1;0.22;36;True;False;True;0;;1.7;0.46;73.26
0;0.22;24;True;True;True;0;;1.7;0.46;84.22
1;0.22;20;True;False;True;0;;1.73;0.47;69.78
1;0.22;24;True;True;True;0;;1.73;0.47;68.52
1;0.22;63;True;False;True;0;;1.71;0.46;66.14
1;0.22;42;True;True;True;0;;1.7;0.46;73.09
1;0.22;39;True;False;True;0;;1.72;0.46;63.38
0;0.22;46;True;False;True;0;;1.73;0.47;88.92
0;0.23;60;True;False;True;0;;1.75;0.47;79.61
1;0.22;29;True;True;True;0;;1.72;0.46;76.83
0;0.22;42;True;False;True;0;;1.7;0.46;77.84
1;0.22;32;True;False;True;0;;1.73;0.47;60.58
0;0.22;34;True;True;True;0;;1.71;0.46;90.82
1;0.22;50;True;True;True;0;;1.71;0.46;65.94
1;0.23;23;True;True;True;0;;1.74;0.47;67.46
0;0.22;34;True;False;True;0;;1.73;0.47;82.99
1;0.22;39;True;False;True;0;;1.68;0.45;71.73
0;0.22;26;True;False;True;0;;1.73;0.47;76.97
1;0.23;59;True;False;True;0;;1.76;0.48;63.36
0;0.23;21;True;True;True;0;;1.74;0.47;73.34
1;0.22;19;True;False;True;0;;1.72;0.46;72.22
0;0.22;18;True;True;True;0;;1.71;0.46;89.2
1;0.23;51;True;True;True;0;;1.77;0.48;68.92
0;0.22;54;True;True;True;0;;1.73;0.47;90.85
0;0.22;38;True;False;True;0;;1.71;0.46;79.45
1;0.23;28;True;False;True;0;;1.74;0.47;72.08
1;0.22;55;True;False;True;0;;1.71;0.46;77.16
1;0.23;51;True;False;True;0;;1.74;0.47;71.68
1;0.22;38;True;True;True;0;;1.7;0.46;63.8
1;0.22;28;True;True;True;0;;1.7;0.46;73.03
0;0.22;56;True;True;True;0;;1.73;0.47;79.54
1;0.22;18;True;True;True;0;;1.71;0.46;62.78
1;0.23;60;True;True;True;0;;1.74;0.47;69.14
1;0.22;25;True;True;True;0;;1.73;0.47;67.95
1;0.22;47;True;False;True;0;;1.7;0.46;60.42
1;0.22;28;True;False;True;0;;1.71;0.46;66.07
0;0.22;19;True;False;True;0;;1.73;0.47;85.14
0;0.22;33;True;False;True;0;;1.7;0.46;82.83
1;0.22;34;True;False;True;0;;1.73;0.47;63.99
0;0.22;27;True;False;True;0;;1.73;0.47;75.25
1;0.22;43;True;False;True;0;;1.69;0.46;73.93
1;0.22;41;True;False;True;0;;1.69;0.46;65.79
1;0.22;39;True;True;True;0;;1.73;0.47;63.58
1;0.23;59;True;False;True;0;;1.74;0.47;76.32
0;0.22;57;True;True;True;0;;1.73;0.47;89.55
0;0.22;45;True;False;True;0;;1.73;0.47;88.45
0;0.22;24;True;False;True;0;;1.73;0.47;84.71
0;0.22;20;True;False;True;0;;1.71;0.46;79.14
1;0.22;41;True;False;True;0;;1.73;0.47;71.34
0;0.22;45;True;False;True;0;;1.72;0.46;80.92
0;0.22;29;True;False;True;0;;1.7;0.46;84.37
1;0.22;22;True;False;True;0;;1.72;0.46;66.08
1;0.22;57;True;False;True;0;;1.73;0.47;63.75
1;0.22;34;True;False;True;0;;1.71;0.46;59.31
1;0.22;57;True;False;True;0;;1.72;0.46;64.97
0;0.22;25;True;False;True;0;;1.73;0.47;87.78
